lot_id,wafer_id,device_id,test_num,test_name,test_type,result,measured_value,lower_limit,upper_limit,units,bin,test_time_ms
LOT001,W01,D0005,6,TEST_6,parametric,pass,146.86307816909803,130,170,mV,1,92.13650554103384
LOT001,W01,D0005,7,TEST_7,parametric,pass,159.9884477409321,140,180,mV,1,88.34667128530901
LOT001,W01,D0005,8,TEST_8,functional,pass,,,,,1,67.50545453794047
LOT001,W01,D0005,9,TEST_9,functional,pass,,,,,1,23.755534169467133
LOT001,W01,D0005,10,TEST_10,functional,pass,,,,,1,58.54411271076631
LOT001,W01,D0006,1,TEST_1,parametric,pass,101.09972715075007,80,120,mV,1,10.051470651514915
LOT001,W01,D0006,2,TEST_2,parametric,pass,103.95191201513182,90,130,mV,1,39.17404513042058
LOT001,W01,D0006,3,TEST_3,parametric,pass,131.41715733423877,100,140,mV,1,89.08496900408657
LOT001,W01,D0006,4,TEST_4,parametric,pass,131.40420256765518,110,150,mV,1,84.84989764250615
LOT001,W01,D0006,5,TEST_5,parametric,pass,139.38930328239067,120,160,mV,1,89.02086392836365
LOT001,W01,D0006,6,TEST_6,parametric,pass,151.61572827007052,130,170,mV,1,95.22545007681947
LOT001,W01,D0006,7,TEST_7,parametric,pass,164.9530983990441,140,180,mV,1,16.229126662154524
LOT001,W01,D0006,8,TEST_8,functional,pass,,,,,1,78.92509863762889
LOT001,W01,D0006,9,TEST_9,functional,pass,,,,,1,52.77541402888582
LOT001,W01,D0006,10,TEST_10,functional,pass,,,,,1,33.85509660460532
LOT001,W01,D0007,1,TEST_1,parametric,pass,102.95677006907958,80,120,mV,1,88.51897369767318
LOT001,W01,D0007,2,TEST_2,parametric,pass,106.94487586007577,90,130,mV,1,58.53664799015125
LOT001,W01,D0007,3,TEST_3,parametric,pass,121.60195922602557,100,140,mV,1,75.69379621809786
LOT001,W01,D0007,4,TEST_4,parametric,pass,131.3057394004555,110,150,mV,1,99.56344209948053
LOT001,W01,D0007,5,TEST_5,parametric,pass,144.11980006259753,120,160,mV,1,68.48902518755082
LOT001,W01,D0007,6,TEST_6,parametric,pass,144.41377560469556,130,170,mV,1,20.890377628143916
LOT001,W01,D0007,7,TEST_7,parametric,pass,162.2892519974577,140,180,mV,1,30.222760332840163
LOT001,W01,D0007,8,TEST_8,functional,pass,,,,,1,62.947784661151
LOT001,W01,D0007,9,TEST_9,functional,pass,,,,,1,29.81956460064035
LOT001,W01,D0007,10,TEST_10,functional,pass,,,,,1,66.7992661543089
LOT001,W01,D0008,1,TEST_1,parametric,pass,101.43258013990885,80,120,mV,1,87.36718602283719
LOT001,W01,D0008,2,TEST_2,parametric,pass,120.76397617550262,90,130,mV,1,16.37716148997881
LOT001,W01,D0008,3,TEST_3,parametric,pass,120.55983518791516,100,140,mV,1,29.281312663339474
LOT001,W01,D0008,4,TEST_4,parametric,pass,137.4138433421857,110,150,mV,1,21.908066385252248
LOT001,W01,D0008,5,TEST_5,parametric,pass,145.9786572016608,120,160,mV,1,52.540392368061475
LOT001,W01,D0008,6,TEST_6,parametric,pass,147.43570694886586,130,170,mV,1,80.6157481861678
LOT001,W01,D0008,7,TEST_7,parametric,pass,161.14867397261983,140,180,mV,1,18.7237732805941
LOT001,W01,D0008,8,TEST_8,functional,pass,,,,,1,48.12207607179287
LOT001,W01,D0008,9,TEST_9,functional,pass,,,,,1,75.61682645138656
LOT001,W01,D0008,10,TEST_10,functional,pass,,,,,1,98.57486902293695
LOT001,W01,D0009,1,TEST_1,parametric,pass,96.95994910719592,80,120,mV,1,18.8576084036763
LOT001,W01,D0009,2,TEST_2,parametric,pass,106.27358550405066,90,130,mV,1,87.55052827175119
LOT001,W01,D0009,3,TEST_3,parametric,pass,122.61472793448374,100,140,mV,1,32.37907005282571
LOT001,W01,D0009,4,TEST_4,parametric,pass,132.00176095267338,110,150,mV,1,47.96934758509638
LOT001,W01,D0009,5,TEST_5,parametric,pass,145.0753246809622,120,160,mV,1,35.06906302002464
LOT001,W01,D0009,6,TEST_6,parametric,pass,150.01377875240652,130,170,mV,1,49.88176705481113
LOT001,W01,D0009,7,TEST_7,parametric,pass,171.3300515532544,140,180,mV,1,87.52141942856476
LOT001,W01,D0009,8,TEST_8,functional,pass,,,,,1,14.552949657239312
LOT001,W01,D0009,9,TEST_9,functional,pass,,,,,1,85.24248265719567
LOT001,W01,D0009,10,TEST_10,functional,pass,,,,,1,93.37302847073148
LOT001,W01,D0010,1,TEST_1,parametric,pass,101.75256020674055,80,120,mV,1,53.707701290564664
LOT001,W01,D0010,2,TEST_2,parametric,pass,107.54576249162554,90,130,mV,1,29.23725692792635
LOT001,W01,D0010,3,TEST_3,parametric,pass,118.5871423732545,100,140,mV,1,44.10758070792245
LOT001,W01,D0010,4,TEST_4,parametric,pass,131.01245791993213,110,150,mV,1,98.67779594017533
LOT001,W01,D0010,5,TEST_5,parametric,pass,139.1650154560936,120,160,mV,1,50.9507530605229
LOT001,W01,D0010,6,TEST_6,parametric,pass,158.71452753116995,130,170,mV,1,48.07067373911466
LOT001,W01,D0010,7,TEST_7,parametric,pass,175.82471050738442,140,180,mV,1,60.01914910650564
LOT001,W01,D0010,8,TEST_8,functional,pass,,,,,1,23.931714274665772
LOT001,W01,D0010,9,TEST_9,functional,pass,,,,,1,97.1838428472243
LOT001,W01,D0010,10,TEST_10,functional,pass,,,,,1,58.797568123684684
LOT001,W01,D0011,1,TEST_1,parametric,pass,95.65135408446855,80,120,mV,1,77.31780043411577
LOT001,W01,D0011,2,TEST_2,parametric,pass,116.20111347400879,90,130,mV,1,55.25653446275622
LOT001,W01,D0011,3,TEST_3,parametric,pass,122.32831326585645,100,140,mV,1,86.74479028434568
LOT001,W01,D0011,4,TEST_4,parametric,pass,136.99084045661064,110,150,mV,1,17.21003187165282
LOT001,W01,D0011,5,TEST_5,parametric,pass,150.63274068475218,120,160,mV,1,26.724246488265088
LOT001,W01,D0011,6,TEST_6,parametric,pass,143.79897166007135,130,170,mV,1,31.168350550083808
LOT001,W01,D0011,7,TEST_7,parametric,pass,155.78378563016247,140,180,mV,1,20.789795255241177
LOT001,W01,D0011,8,TEST_8,functional,pass,,,,,1,32.159381300976236
LOT001,W01,D0011,9,TEST_9,functional,pass,,,,,1,65.74433592988927
LOT001,W01,D0011,10,TEST_10,functional,pass,,,,,1,62.53050603621023
LOT001,W01,D0012,1,TEST_1,parametric,pass,88.4385944697717,80,120,mV,1,28.38332794811828
LOT001,W01,D0012,2,TEST_2,parametric,pass,108.33360987195253,90,130,mV,1,74.45726207104734
LOT001,W01,D0012,3,TEST_3,parametric,pass,120.35649837525486,100,140,mV,1,70.45212006639741
LOT001,W01,D0012,4,TEST_4,parametric,pass,135.00641969757055,110,150,mV,1,36.999737181888605
LOT001,W01,D0012,5,TEST_5,parametric,pass,136.62803480781267,120,160,mV,1,16.52888030438416
LOT001,W01,D0012,6,TEST_6,parametric,pass,157.63667890950916,130,170,mV,1,51.24569703567275
LOT001,W01,D0012,7,TEST_7,parametric,pass,176.65134431780885,140,180,mV,1,16.59346489896697
LOT001,W01,D0012,8,TEST_8,functional,pass,,,,,1,33.86803732753612
LOT001,W01,D0012,9,TEST_9,functional,pass,,,,,1,89.27777563177956
LOT001,W01,D0012,10,TEST_10,functional,pass,,,,,1,43.25743798649955
LOT001,W01,D0013,1,TEST_1,parametric,pass,99.83829313736925,80,120,mV,1,24.197214912150876
LOT001,W01,D0013,2,TEST_2,parametric,pass,113.91591607521023,90,130,mV,1,65.05099891533551
LOT001,W01,D0013,3,TEST_3,parametric,pass,113.2577646509331,100,140,mV,1,98.85097572683539
LOT001,W01,D0013,4,TEST_4,parametric,pass,129.6444426832939,110,150,mV,1,83.53937216039155
LOT001,W01,D0013,5,TEST_5,parametric,pass,139.4839841048016,120,160,mV,1,36.944087697998015
LOT001,W01,D0013,6,TEST_6,parametric,pass,143.8788116204697,130,170,mV,1,22.086200295403096
LOT001,W01,D0013,7,TEST_7,parametric,pass,149.88477471210325,140,180,mV,1,20.388580337719198
LOT001,W01,D0013,8,TEST_8,functional,pass,,,,,1,59.79012767963343
LOT001,W01,D0013,9,TEST_9,functional,pass,,,,,1,64.43468443272016
LOT001,W01,D0013,10,TEST_10,functional,pass,,,,,1,28.323758109470763
LOT001,W01,D0014,1,TEST_1,parametric,pass,97.39710778348216,80,120,mV,1,53.96786669344389
LOT001,W01,D0014,2,TEST_2,parametric,pass,107.07594177647303,90,130,mV,1,91.48028419713908
LOT001,W01,D0014,3,TEST_3,parametric,pass,121.24942795881083,100,140,mV,1,48.12181953073537
LOT001,W01,D0014,4,TEST_4,parametric,pass,128.1886709455895,110,150,mV,1,34.90122015750265
LOT001,W01,D0014,5,TEST_5,parametric,pass,148.58435293773846,120,160,mV,1,67.34020395712417
LOT001,W01,D0014,6,TEST_6,parametric,pass,150.1912757625249,130,170,mV,1,33.575973619091336
LOT001,W01,D0014,7,TEST_7,parametric,pass,159.6512178092742,140,180,mV,1,48.49182270826114
LOT001,W01,D0014,8,TEST_8,functional,fail,,,,,3,95.05458451419751
LOT001,W01,D0014,9,TEST_9,functional,pass,,,,,1,23.414885693066758
LOT001,W01,D0014,10,TEST_10,functional,fail,,,,,7,62.42586098408146
LOT001,W01,D0015,1,TEST_1,parametric,pass,93.67617214479279,80,120,mV,1,23.32844070107344
LOT001,W01,D0015,2,TEST_2,parametric,pass,112.98838884645126,90,130,mV,1,90.9083339868331
LOT001,W01,D0015,3,TEST_3,parametric,pass,123.08166653914654,100,140,mV,1,81.65100743992376
LOT001,W01,D0015,4,TEST_4,parametric,pass,136.8598918612814,110,150,mV,1,28.906888450577863
LOT001,W01,D0015,5,TEST_5,parametric,pass,131.78195114271384,120,160,mV,1,32.457676530063196
LOT001,W01,D0015,6,TEST_6,parametric,pass,156.94957227485963,130,170,mV,1,89.5721231305908
LOT001,W01,D0015,7,TEST_7,parametric,pass,165.23796309809688,140,180,mV,1,46.57396508489051
LOT001,W01,D0015,8,TEST_8,functional,pass,,,,,1,23.90980044989842
LOT001,W01,D0015,9,TEST_9,functional,pass,,,,,1,87.81451265979676
LOT001,W01,D0015,10,TEST_10,functional,pass,,,,,1,82.96945479463572
LOT001,W01,D0016,1,TEST_1,parametric,pass,100.82341049191426,80,120,mV,1,76.29080245795738
LOT001,W01,D0016,2,TEST_2,parametric,pass,109.240440284739,90,130,mV,1,39.89669211517858
LOT001,W01,D0016,3,TEST_3,parametric,pass,128.164684960602,100,140,mV,1,87.76576255377515
LOT001,W01,D0016,4,TEST_4,parametric,pass,126.20899146479408,110,150,mV,1,82.967438491695
LOT001,W01,D0016,5,TEST_5,parametric,pass,139.07267683272894,120,160,mV,1,19.72860637626614
LOT001,W01,D0016,6,TEST_6,parametric,pass,158.7493552749471,130,170,mV,1,88.49501046154808
LOT001,W01,D0016,7,TEST_7,parametric,pass,162.2365302097966,140,180,mV,1,83.4927945037236
LOT001,W01,D0016,8,TEST_8,functional,pass,,,,,1,37.467178060474055
LOT001,W01,D0016,9,TEST_9,functional,pass,,,,,1,30.483593866699334
LOT001,W01,D0016,10,TEST_10,functional,fail,,,,,5,45.86193807083051
LOT001,W01,D0017,1,TEST_1,parametric,pass,97.24731912283131,80,120,mV,1,35.074275492070356
LOT001,W01,D0017,2,TEST_2,parametric,pass,117.8080697167842,90,130,mV,1,41.6031516174477
LOT001,W01,D0017,3,TEST_3,parametric,pass,123.63954787830077,100,140,mV,1,55.846510797523365
LOT001,W01,D0017,4,TEST_4,parametric,pass,125.87227903199545,110,150,mV,1,39.80348813929663
LOT001,W01,D0017,5,TEST_5,parametric,pass,131.29664435668906,120,160,mV,1,12.48404816076723
LOT001,W01,D0017,6,TEST_6,parametric,pass,152.7861388560827,130,170,mV,1,62.253076036483705
LOT001,W01,D0017,7,TEST_7,parametric,pass,157.28433060389585,140,180,mV,1,98.51955155947785
LOT001,W01,D0017,8,TEST_8,functional,fail,,,,,8,41.11184005118203
LOT001,W01,D0017,9,TEST_9,functional,pass,,,,,1,49.275449548354715
LOT001,W01,D0017,10,TEST_10,functional,pass,,,,,1,20.40812056263974
LOT001,W01,D0018,1,TEST_1,parametric,pass,102.62066601394078,80,120,mV,1,13.994788034190798
LOT001,W01,D0018,2,TEST_2,parametric,pass,108.08348648081385,90,130,mV,1,49.245176390947506
LOT001,W01,D0018,3,TEST_3,parametric,pass,111.00851413207876,100,140,mV,1,71.81714322230741
LOT001,W01,D0018,4,TEST_4,parametric,pass,128.86868262652953,110,150,mV,1,94.6236808357798
LOT001,W01,D0018,5,TEST_5,parametric,pass,139.73051841806543,120,160,mV,1,48.81676596624882
LOT001,W01,D0018,6,TEST_6,parametric,pass,146.69854648028343,130,170,mV,1,95.39870373741829
LOT001,W01,D0018,7,TEST_7,parametric,pass,166.1375994536033,140,180,mV,1,69.70487286389898
LOT001,W01,D0018,8,TEST_8,functional,pass,,,,,1,91.00421515873822
LOT001,W01,D0018,9,TEST_9,functional,pass,,,,,1,70.02036136951567
LOT001,W01,D0018,10,TEST_10,functional,pass,,,,,1,72.74875727749591
LOT001,W01,D0019,1,TEST_1,parametric,pass,96.6644351045095,80,120,mV,1,59.89712299001143
LOT001,W01,D0019,2,TEST_2,parametric,pass,112.64223637187084,90,130,mV,1,44.12307494102876
LOT001,W01,D0019,3,TEST_3,parametric,pass,126.90574349473577,100,140,mV,1,77.3321104143001
LOT001,W01,D0019,4,TEST_4,parametric,pass,132.9807792617348,110,150,mV,1,46.54676518823466
LOT001,W01,D0019,5,TEST_5,parametric,pass,145.76277072849723,120,160,mV,1,85.03526523736518
LOT001,W01,D0019,6,TEST_6,parametric,pass,148.85938495688328,130,170,mV,1,80.71829447298221
LOT001,W01,D0019,7,TEST_7,parametric,pass,163.23985766213514,140,180,mV,1,64.59954134317863
LOT001,W01,D0019,8,TEST_8,functional,pass,,,,,1,49.760741515415766
LOT001,W01,D0019,9,TEST_9,functional,pass,,,,,1,56.005659718712835
LOT001,W01,D0019,10,TEST_10,functional,pass,,,,,1,96.38488033147325
LOT001,W01,D0020,1,TEST_1,parametric,pass,99.35402448153697,80,120,mV,1,35.54077644937247
LOT001,W01,D0020,2,TEST_2,parametric,pass,102.69558519763729,90,130,mV,1,69.74684526744988
LOT001,W01,D0020,3,TEST_3,parametric,pass,118.37900949316479,100,140,mV,1,95.67996962072277
LOT001,W01,D0020,4,TEST_4,parametric,pass,128.49189493886854,110,150,mV,1,31.138173867401555
LOT001,W01,D0020,5,TEST_5,parametric,pass,136.64144553463368,120,160,mV,1,23.261856602119543
LOT001,W01,D0020,6,TEST_6,parametric,pass,158.41785333081228,130,170,mV,1,14.159234628348258
LOT001,W01,D0020,7,TEST_7,parametric,pass,166.83844717866495,140,180,mV,1,79.16404051001771
LOT001,W01,D0020,8,TEST_8,functional,pass,,,,,1,89.75232181458834
LOT001,W01,D0020,9,TEST_9,functional,pass,,,,,1,74.65113239490897
LOT001,W01,D0020,10,TEST_10,functional,pass,,,,,1,45.96875765888839
LOT001,W01,D0021,1,TEST_1,parametric,pass,99.30742191344628,80,120,mV,1,23.28142105821684
LOT001,W01,D0021,2,TEST_2,parametric,pass,105.96502965298873,90,130,mV,1,87.43965088802692
LOT001,W01,D0021,3,TEST_3,parametric,pass,110.23748859370356,100,140,mV,1,89.69186849588793
LOT001,W01,D0021,4,TEST_4,parametric,pass,130.62418400446612,110,150,mV,1,82.36988705558286
LOT001,W01,D0021,5,TEST_5,parametric,pass,136.54178784321,120,160,mV,1,72.63205987674145
LOT001,W01,D0021,6,TEST_6,parametric,pass,143.77373828494797,130,170,mV,1,92.57230130098962
LOT001,W01,D0021,7,TEST_7,parametric,pass,161.4102347936922,140,180,mV,1,20.922273927044596
LOT001,W01,D0021,8,TEST_8,functional,pass,,,,,1,51.8178913748413
LOT001,W01,D0021,9,TEST_9,functional,pass,,,,,1,60.30327613346806
LOT001,W01,D0021,10,TEST_10,functional,pass,,,,,1,77.97250122002015
LOT001,W01,D0022,1,TEST_1,parametric,pass,91.40606735423631,80,120,mV,1,90.28182667069163
LOT001,W01,D0022,2,TEST_2,parametric,pass,113.24284645712574,90,130,mV,1,48.406668117279
LOT001,W01,D0022,3,TEST_3,parametric,pass,124.52913622951233,100,140,mV,1,24.324211678869936
LOT001,W01,D0022,4,TEST_4,parametric,pass,126.99855726522888,110,150,mV,1,87.5345418804936
LOT001,W01,D0022,5,TEST_5,parametric,pass,132.06046216411156,120,160,mV,1,85.58765990577287
LOT001,W01,D0022,6,TEST_6,parametric,pass,152.5758655073563,130,170,mV,1,34.95802178176665
LOT001,W01,D0022,7,TEST_7,parametric,pass,160.995984093452,140,180,mV,1,31.53212774331696
LOT001,W01,D0022,8,TEST_8,functional,pass,,,,,1,74.21903763499508
LOT001,W01,D0022,9,TEST_9,functional,pass,,,,,1,40.226278295918256
LOT001,W01,D0022,10,TEST_10,functional,pass,,,,,1,17.251989189190162
LOT001,W01,D0023,1,TEST_1,parametric,pass,94.33005067530985,80,120,mV,1,23.574759221177793
LOT001,W01,D0023,2,TEST_2,parametric,pass,107.86376310730553,90,130,mV,1,29.255758939538868
LOT001,W01,D0023,3,TEST_3,parametric,pass,121.93073224361795,100,140,mV,1,47.33811063083964
LOT001,W01,D0023,4,TEST_4,parametric,pass,127.27500604698385,110,150,mV,1,15.603913952522678
LOT001,W01,D0023,5,TEST_5,parametric,pass,144.89237087292318,120,160,mV,1,84.96020524064389
LOT001,W01,D0023,6,TEST_6,parametric,pass,143.41494031595366,130,170,mV,1,95.14558302310905
LOT001,W01,D0023,7,TEST_7,parametric,pass,165.48419637113383,140,180,mV,1,11.757876106395441
LOT001,W01,D0023,8,TEST_8,functional,pass,,,,,1,61.812131212907225
LOT001,W01,D0023,9,TEST_9,functional,pass,,,,,1,94.84674916906872
LOT001,W01,D0023,10,TEST_10,functional,pass,,,,,1,45.0987983257347
LOT001,W01,D0024,1,TEST_1,parametric,pass,107.38446929771835,80,120,mV,1,58.43985108492084
LOT001,W01,D0024,2,TEST_2,parametric,pass,104.01824425558623,90,130,mV,1,76.1170654680722
LOT001,W01,D0024,3,TEST_3,parametric,pass,123.29166092454749,100,140,mV,1,53.94065297952254
LOT001,W01,D0024,4,TEST_4,parametric,pass,119.84068406378563,110,150,mV,1,34.56417805869309
LOT001,W01,D0024,5,TEST_5,parametric,pass,135.0581993867286,120,160,mV,1,70.19862585606253
LOT001,W01,D0024,6,TEST_6,parametric,pass,150.4470330626319,130,170,mV,1,81.832809197817
LOT001,W01,D0024,7,TEST_7,parametric,pass,158.452617012595,140,180,mV,1,92.75874586020784
LOT001,W01,D0024,8,TEST_8,functional,pass,,,,,1,58.07112665792539
LOT001,W01,D0024,9,TEST_9,functional,pass,,,,,1,63.27034980651198
LOT001,W01,D0024,10,TEST_10,functional,pass,,,,,1,17.55527159458002
LOT001,W01,D0025,1,TEST_1,parametric,pass,90.54521554902556,80,120,mV,1,48.57514926949854
LOT001,W01,D0025,2,TEST_2,parametric,pass,112.12167568036296,90,130,mV,1,33.41406825273742
LOT001,W01,D0025,3,TEST_3,parametric,pass,117.64913228837604,100,140,mV,1,39.46174002475608
LOT001,W01,D0025,4,TEST_4,parametric,pass,125.64529190067194,110,150,mV,1,89.16759874017059
LOT001,W01,D0025,5,TEST_5,parametric,pass,141.27408586438176,120,160,mV,1,35.043095407492544
LOT001,W01,D0025,6,TEST_6,parametric,pass,154.9878000136716,130,170,mV,1,85.14198234209091
LOT001,W01,D0025,7,TEST_7,parametric,pass,158.42098418018992,140,180,mV,1,52.32761525917422
LOT001,W01,D0025,8,TEST_8,functional,pass,,,,,1,14.687704741892993
LOT001,W01,D0025,9,TEST_9,functional,pass,,,,,1,30.179994914777335
LOT001,W01,D0025,10,TEST_10,functional,pass,,,,,1,96.15570424987315
LOT001,W01,D0026,1,TEST_1,parametric,pass,101.21547143600132,80,120,mV,1,32.25549733595893
LOT001,W01,D0026,2,TEST_2,parametric,pass,110.31418226661621,90,130,mV,1,85.53059616561383
LOT001,W01,D0026,3,TEST_3,parametric,pass,117.3304085254249,100,140,mV,1,52.62049548515152
LOT001,W01,D0026,4,TEST_4,parametric,pass,127.45059072383106,110,150,mV,1,20.295050149837593
LOT001,W01,D0026,5,TEST_5,parametric,pass,145.29403178576558,120,160,mV,1,33.06193269059679
LOT001,W01,D0026,6,TEST_6,parametric,pass,148.19699412689008,130,170,mV,1,43.200565689064724
LOT001,W01,D0026,7,TEST_7,parametric,pass,149.86875794182527,140,180,mV,1,74.65215057364074
LOT001,W01,D0026,8,TEST_8,functional,pass,,,,,1,24.738922915047922
LOT001,W01,D0026,9,TEST_9,functional,pass,,,,,1,62.08162592583192
LOT001,W01,D0026,10,TEST_10,functional,pass,,,,,1,61.82170555711727
LOT001,W01,D0027,1,TEST_1,parametric,pass,92.04998798426081,80,120,mV,1,91.72235359427
LOT001,W01,D0027,2,TEST_2,parametric,pass,101.560251616241,90,130,mV,1,27.849679938254376
LOT001,W01,D0027,3,TEST_3,parametric,pass,128.40725581369807,100,140,mV,1,63.2888075124867
LOT001,W01,D0027,4,TEST_4,parametric,pass,131.80845843002996,110,150,mV,1,72.7473702246195
LOT001,W01,D0027,5,TEST_5,parametric,pass,136.73823177888056,120,160,mV,1,37.14244169389003
LOT001,W01,D0027,6,TEST_6,parametric,pass,146.3678294579482,130,170,mV,1,81.66044949401908
LOT001,W01,D0027,7,TEST_7,parametric,pass,151.7126191070744,140,180,mV,1,60.933929983058434
LOT001,W01,D0027,8,TEST_8,functional,fail,,,,,10,48.554021191127
LOT001,W01,D0027,9,TEST_9,functional,pass,,,,,1,55.53647107093701
LOT001,W01,D0027,10,TEST_10,functional,pass,,,,,1,86.46180642996197
LOT001,W01,D0028,1,TEST_1,parametric,pass,101.03666366747171,80,120,mV,1,96.47088104931207
LOT001,W01,D0028,2,TEST_2,parametric,pass,107.87820358007389,90,130,mV,1,67.20265954913013
LOT001,W01,D0028,3,TEST_3,parametric,pass,123.72000100175656,100,140,mV,1,49.19384305069094
LOT001,W01,D0028,4,TEST_4,parametric,pass,123.10120130892798,110,150,mV,1,76.04157736120527
LOT001,W01,D0028,5,TEST_5,parametric,pass,143.87452411481883,120,160,mV,1,82.73792969260803
LOT001,W01,D0028,6,TEST_6,parametric,pass,149.14604213665118,130,170,mV,1,58.43556158034302
